tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,tanggal_menjadi_anggota
1949,Doktor,Menikah,101262000,0,0,93,12138,129472,8092,,0,6,4,0,4/19/2013
1988,SMP,Rencana Menikah,,1,0,39,10939,18926,14640,22732,0,1,1,0,
1979,Sarjana,Rencana Menikah,180614091,0,0,82,45693,312249,198483,259194,,7,8,0,
1982,Sarjana,Sendiri,37650558,1,0,72,1688,3810,0,2185,1,0,3,0,
1973,Magister,Sendiri,79391654,1,0,7,95,117894,13938,,1,3,0,0,
1970,Sarjana,Menikah,172873133,0,0,3,177674,927348,191521,358509,0,7,5,0,
1960,Sarjana,Rencana Menikah,109535671,0,1,98,12208,127918,10836,1782,4,8,4,0,
1971,,Menikah,77005000,0,1,0,6069,22253,2023,10115,0,1,4,0,3/5/2014
1971,Magister,Rencana Menikah,174189007,0,0,64,134702,638934,112231,72276,0,7,9,0,
1975,Magister,Rencana Menikah,163703538,0,0,62,24584,872278,108384,162277,2,4,4,0,
1978,Magister,Menikah,90782328,1,1,21,9145,13218,12803,5487,5,0,2,0,
1951,Sarjana,Rencana Menikah,66412000,1,1,59,8092,38437,16184,,4,5,,0,7/15/2013
1960,Sarjana,Rencana Menikah,135986424,0,1,38,51559,366085,40904,15700,3,8,,0,
1952,SMP,Sendiri,31437152,0,1,80,31793,,40133,,6,1,1,0,
1974,Sarjana,Rencana Menikah,78638083,1,0,8,4472,32561,894,0,1,3,2,0,
1995,Sarjana,Sendiri,140733000,0,0,23,30345,,279174,212415,0,6,13,0,3/6/2014
1984,Magister,Sendiri,84455528,0,0,30,,351216,113626,79959,1,5,8,0,
1952,SMP,Sendiri,31462835,,1,81,29069,2252,37011,11390,6,1,1,0,
1960,Magister,Rencana Menikah,35731000,1,1,91,4046,,0,6069,7,3,2,0,2/16/2014
1984,Sarjana,,179128161,0,0,26,154633,1410376,,247646,0,7,9,0,
1984,SMA,Menikah,31299799,1,0,19,,69506,10303,913,6,6,3,1,
1982,Sarjana,Menikah,140368124,0,0,13,44506,923996,243250,58918,1,3,8,0,
1948,SMP,Menikah,51925000,0,0,91,50575,149702,277151,97104,4,3,5,0,11/3/2012
1958,Sarjana,Cerai,126979637,0,1,38,114863,451487,83943,66609,7,8,7,0,
1984,Sarjana,Menikah,150231579,0,0,90,166724,865141,107154,200189,1,9,7,0,
1970,Sarjana,Cerai,86161000,0,1,91,0,115311,2023,0,5,7,3,0,10/10/2012
1974,Magister,Rencana Menikah,168562367,0,0,56,44718,801072,189044,120269,0,2,10,0,
1966,Doktor,Sendiri,74372000,1,1,58,6069,14161,0,10115,0,1,1,0,5/12/2013
1980,Sarjana,Rencana Menikah,80003000,1,0,95,0,44506,8092,8092,0,3,2,0,12/5/2013
1980,Sarjana,Sendiri,162207168,0,0,,262837,,350352,10675,1,5,5,0,
1955,Doktor,Cerai,62848000,0,1,0,0,0,6069,4046,3,1,1,0,7/30/2013
1994,SMA,Sendiri,49830166,1,0,68,1600,62312,5113,3512,0,5,0,0,
1965,Sarjana,Sendiri,140519065,0,0,12,18087,88604,32686,22901,0,8,4,0,
1960,Magister,Rencana Menikah,192652639,0,0,60,152539,1604447,142186,119428,0,,7,0,
1990,Sarjana,,92132000,,0,71,22253,60690,34391,,0,0,2,0,2/7/2014
1969,SMA,Rencana Menikah,118597973,0,1,41,39545,192415,123140,107679,0,9,9,0,
1983,Magister,Menikah,77632000,1,0,51,8092,60690,6069,2023,3,1,1,0,10/1/2013
1950,Sarjana,Cerai,121322000,0,0,32,28322,206346,269059,34391,0,4,2,0,11/16/2013
1966,Doktor,Menikah,86346000,1,1,66,0,60690,2023,0,7,7,4,0,10/7/2012
1970,Doktor,Rencana Menikah,74969000,1,0,10,6069,30345,0,0,0,4,2,0,2/28/2014
1959,Doktor,Sendiri,70754192,1,1,40,3278,24638,9961,1381,4,5,6,0,
1980,Magister,Sendiri,169656690,0,0,69,168968,1256914,78013,128328,1,6,6,0,
1965,SMA,Menikah,139063099,0,0,,154225,357705,177180,202176,1,7,6,0,
1961,Sarjana,Menikah,175378000,0,,69,58667,1537480,64736,,2,8,12,0,4/17/2013
1963,Sarjana,Menikah,86675000,0,,103,22253,180047,40460,18207,4,4,12,0,7/5/2013
1991,SMA,Sendiri,64059087,1,0,14,16064,37663,8032,1308,2,2,2,0,
1988,Sarjana,Sendiri,138739573,0,0,18,6660,918469,,,0,2,5,,
1953,Sarjana,Menikah,180644833,0,1,102,31093,630996,41660,2401,3,0,7,0,
1965,Doktor,Sendiri,107825622,,1,52,1491,13308,8944,11180,2,2,6,0,
1991,SMA,Sendiri,104893200,,,31,68866,448366,62963,70834,7,7,3,0,
1972,SMA,Sendiri,103049939,0,0,65,27447,184624,25320,36039,4,7,5,0,
1970,Sarjana,Rencana Menikah,37576690,0,0,37,2219,37812,4242,2936,2,2,,,
1966,Doktor,Menikah,165912000,0,0,95,206346,1630538,32368,135541,0,,8,0,11/24/2013
1980,SMP,Menikah,,0,0,0,,25174,14169,17300,0,0,2,0,
1961,Sarjana,Rencana Menikah,76472934,1,1,90,3593,44267,6741,,1,2,2,0,
1984,Sarjana,Rencana Menikah,77066367,1,0,42,717,45418,6656,31616,0,2,4,0,
1958,Sarjana,Rencana Menikah,131774000,0,0,,345933,1646722,50575,,3,2,,0,1/11/2013
1986,Sarjana,Rencana Menikah,151517000,0,0,6,56644,1399916,428876,50575,2,5,4,0,2/17/2013
1964,Magister,Rencana Menikah,166365509,0,0,54,96993,895794,289735,35416,1,0,12,0,
1961,Magister,Rencana Menikah,33084000,1,1,97,2023,30345,0,4046,3,3,6,0,2/15/2014
1954,Sarjana,Sendiri,,0,0,79,69212,987500,188964,148237,0,3,5,0,
1981,Magister,Rencana Menikah,164921611,0,0,23,40460,806333,48513,43446,0,4,,0,
1979,SMA,Rencana Menikah,126713985,0,0,29,67766,605508,185927,224502,1,4,10,0,
1969,Sarjana,Sendiri,185250893,,0,57,58907,656115,189186,153099,,6,7,0,
1961,Sarjana,Menikah,166347507,0,0,62,150873,1667519,235766,,0,8,10,0,
1963,Doktor,Sendiri,46578000,1,1,99,2023,16184,2023,0,6,1,5,0,5/26/2014
1962,Sarjana,Sendiri,85031207,1,1,6,2088,152114,26037,35238,6,5,5,0,
1978,SMA,Rencana Menikah,35881130,0,,7,17316,21929,16669,17923,0,4,2,,
1972,,Rencana Menikah,136711000,0,1,70,16184,301427,50575,22253,2,6,6,0,3/4/2014
1960,Sarjana,Menikah,43316241,1,0,30,2246,18896,7198,5615,0,2,4,0,
1971,Doktor,,135072273,0,0,45,6006,910683,56122,126653,4,8,11,0,
1973,Magister,Menikah,77127000,1,0,64,14161,34391,10115,0,3,0,2,0,12/30/2013
1951,Sarjana,Cerai,131636000,0,1,81,258944,441014,165886,16184,1,6,15,0,5/21/2013
1955,Sarjana,Sendiri,152138143,0,0,31,158617,336355,110889,74313,3,10,3,0,
1973,SMA,Menikah,46953491,1,0,91,,44294,20320,60,2,2,4,0,
1965,Magister,Sendiri,130501481,0,0,14,13775,184608,13621,8014,2,5,8,0,
1956,Sarjana,,79620374,0,1,74,3228,101079,9556,6457,1,4,,0,
1972,Sarjana,Sendiri,48512549,1,0,18,11268,29648,10071,24972,1,3,3,0,
1973,Sarjana,,,,0,60,12138,,24276,18207,2,3,2,0,2/7/2014
1961,,Menikah,82114101,1,1,47,10115,237434,408,35519,7,6,4,0,
1976,Sarjana,Menikah,69367375,1,0,65,8814,29934,7345,10283,1,1,,0,
1974,Sarjana,Menikah,31808839,,0,93,7542,42627,3149,33697,7,7,5,0,
1985,Magister,Rencana Menikah,183833530,0,0,80,152968,,108599,96829,2,6,9,,
1957,Magister,Menikah,160417215,0,0,55,25228,1207413,138493,62457,0,2,9,0,
1957,Sarjana,Menikah,156840823,0,0,30,,,177304,215298,,6,7,0,
1971,Sarjana,Rencana Menikah,72683513,1,0,16,17716,140843,8950,10115,3,4,3,0,
1965,Sarjana,Menikah,37631000,1,1,51,0,50575,,4046,4,3,1,0,1/26/2014
1962,Magister,Cerai,113048111,0,1,46,7904,133555,4907,10115,3,10,4,0,
1978,Doktor,Rencana Menikah,105210841,0,1,58,8222,319826,17619,24145,1,1,8,0,
1967,Sarjana,Rencana Menikah,81073544,1,0,32,4960,201704,7215,32135,4,5,2,,
1973,SMA,Menikah,190397914,,0,11,80895,449800,183849,227691,0,7,8,0,
1971,SMA,Cerai,103411000,0,0,95,105196,473382,202300,206346,4,6,8,0,8/17/2012
1967,Sarjana,Sendiri,93297936,0,1,40,10008,48232,10611,2839,4,5,4,0,
1957,Sarjana,Cerai,97386041,0,1,64,4252,50893,260,8123,3,8,6,0,
1985,SMP,Menikah,42638597,1,0,52,9942,,21438,26077,2,1,4,0,
1957,Sarjana,Rencana Menikah,138932521,0,1,33,40839,332644,27641,58224,1,6,8,0,
1970,Magister,Rencana Menikah,54913060,0,0,90,26835,209828,47065,33175,0,0,9,0,
1987,Sarjana,Menikah,165046251,0,0,11,38197,755480,32809,,1,3,7,0,
1984,Doktor,Sendiri,99923000,1,0,83,0,30345,0,4046,4,1,2,0,5/31/2013
1932,Doktor,Rencana Menikah,169261229,0,0,39,170627,802189,136196,81976,1,4,9,0,
1963,Magister,Rencana Menikah,133669194,0,0,22,24064,1046419,74909,79581,0,1,13,0,
1958,Magister,Rencana Menikah,133957495,0,1,87,111461,489331,3491,32368,2,7,7,0,
1960,Sarjana,Rencana Menikah,110773895,0,1,55,35062,265090,22627,1874,6,8,8,0,
1964,Doktor,Menikah,128066000,0,,20,40460,141610,24276,0,2,3,7,0,4/10/2014
1971,Sarjana,Menikah,274966726,0,0,,142414,76115,155315,14924,0,5,6,0,
1969,Sarjana,Menikah,135231616,0,,30,89909,508162,71259,20874,3,6,9,0,
1966,Sarjana,Sendiri,94476485,0,1,23,9820,52303,10916,0,4,4,3,0,
1973,,Menikah,,1,1,4,19650,276905,23580,,9,5,7,0,
1968,Magister,Cerai,134035000,,1,69,26299,210392,50575,24276,0,12,8,0,4/23/2013
1973,Magister,Sendiri,139966682,0,,30,32211,997810,121029,,2,2,,0,
1959,SMA,Menikah,99296845,0,1,86,8218,102175,9988,504,2,2,4,0,
1985,Sarjana,Rencana Menikah,156707319,0,0,44,12119,653759,23431,71208,0,0,8,0,
1948,Magister,Sendiri,115036000,2,1,78,6069,26299,16184,2023,1,2,3,0,11/15/2012
1964,,Menikah,98417318,0,1,58,62,22032,186,4232,2,4,1,0,
1970,Sarjana,Rencana Menikah,138411000,0,0,60,,637245,329749,149702,3,6,3,0,10/23/2013
1983,SMA,Rencana Menikah,40762000,,0,11,10115,16184,12138,14161,1,,4,0,1/28/2013
1959,Sarjana,Menikah,150100639,0,,46,127193,307425,90571,44549,,7,8,0,
1975,Magister,Cerai,112586894,1,0,2,20994,138317,6012,5012,1,4,4,0,
1948,Sarjana,Menikah,163837190,0,0,32,232949,1279759,64859,101273,0,4,9,0,
1985,Sarjana,Sendiri,63150385,1,0,86,8092,170047,2767,14694,6,,6,0,
1973,Sarjana,Rencana Menikah,110566000,0,1,35,115311,742441,242760,208369,6,11,6,0,5/2/2013
1970,Magister,Cerai,111528669,0,1,17,16283,235298,18074,10115,7,6,6,0,
1954,Sarjana,Sendiri,100174000,0,1,101,0,48552,32368,8092,2,5,3,0,10/19/2013
1957,SMA,Sendiri,96961929,0,1,6,36951,113310,110095,14593,3,4,6,0,
1969,Sarjana,Cerai,60386000,1,0,83,8092,54621,0,10115,3,0,1,0,10/25/2013
1974,Sarjana,Cerai,93642000,,1,55,14161,113288,20230,0,5,8,5,0,2/17/2013
1949,Magister,Menikah,173242591,0,0,7,60852,1026630,218726,232643,0,1,11,0,
1966,Doktor,Rencana Menikah,67448000,,1,78,2023,12138,0,0,2,4,3,0,12/26/2012
1963,Sarjana,Menikah,151803607,0,1,67,107156,427763,153095,80006,2,8,8,0,
1964,Sarjana,Menikah,82860000,0,0,89,68782,26299,6069,46529,,4,5,0,4/24/2014
1972,Doktor,Cerai,117001000,0,1,87,8092,131495,,10115,3,9,9,0,1/17/2013
1981,Sarjana,Menikah,166315847,0,0,41,209524,,45199,291633,2,5,6,0,
1957,SMA,Sendiri,125799934,0,1,78,29589,,72294,180180,0,2,5,0,
1975,Sarjana,Menikah,131001000,0,0,89,86989,774809,32368,14161,1,3,12,1,3/4/2014
1980,SMA,Sendiri,50532000,1,0,89,12138,0,26299,0,0,0,3,0,8/29/2012
1974,Sarjana,Cerai Mati,81880000,0,1,103,4046,4046,2023,8092,2,0,3,,2/11/2014
1968,Sarjana,Sendiri,145337799,0,0,0,44449,1341501,362361,217910,3,3,11,0,
1979,Doktor,Cerai,108105384,1,1,55,8774,66936,21620,16234,1,,2,0,
1956,Sarjana,Rencana Menikah,140859812,0,0,52,41358,299210,12372,42131,1,4,7,0,
1972,SMA,Rencana Menikah,118800405,0,1,37,44956,198001,141294,118851,0,9,9,0,
1956,Sarjana,Sendiri,96145000,1,1,45,6069,,,12138,0,,4,0,3/10/2014
1963,,Rencana Menikah,161488617,0,0,49,138076,872435,254655,,0,2,10,0,
1987,Sarjana,Rencana Menikah,,1,0,72,28322,275128,82943,76874,5,5,7,0,11/12/2012
1970,Sarjana,Cerai,163718537,0,0,34,322192,1024380,320671,245035,0,2,4,0,
1987,Sarjana,Sendiri,38730236,0,0,0,11623,13579,13999,1765,0,0,2,,
1967,Sarjana,Rencana Menikah,102064693,0,1,59,11473,62942,33757,21489,1,6,4,0,
1963,SMA,Rencana Menikah,140679000,0,0,93,66759,254898,74851,62713,0,3,,0,2/20/2013
1964,Magister,Menikah,109724721,0,1,25,76327,320065,172050,103057,4,6,8,0,
1970,Sarjana,Cerai,74547000,1,,66,10115,34391,8092,0,4,2,2,0,2/2/2013
1970,Sarjana,Menikah,75256000,1,0,12,14161,242760,,36414,6,6,5,0,11/19/2012
1968,Magister,Rencana Menikah,130652813,0,1,19,81021,216893,0,77825,2,6,9,0,
1966,Sarjana,Rencana Menikah,102076892,0,1,65,9636,56378,,20176,2,7,5,0,
1954,Sarjana,Rencana Menikah,186059251,0,0,21,226105,1330970,492526,303271,0,3,10,,
1955,Sarjana,Sendiri,34122861,0,0,69,11619,22881,13861,6178,3,1,5,0,
1982,SMA,Rencana Menikah,55146412,1,0,68,7688,20232,33190,14968,2,0,4,0,
1976,,Rencana Menikah,,0,0,83,36414,483497,208369,374255,3,8,7,0,9/6/2012
1966,Doktor,Sendiri,131713000,0,0,84,46529,853706,42483,84966,0,0,,0,3/6/2014
1986,Magister,Sendiri,84826019,0,0,21,143504,497838,158000,118944,2,2,12,0,
1959,Sarjana,Rencana Menikah,131330562,0,0,88,196947,262935,,65649,1,,7,0,
1981,Magister,Sendiri,147303190,0,0,25,81542,1651774,61358,125882,0,4,9,0,
1979,Sarjana,Menikah,66888000,1,0,67,16184,109242,22253,12138,6,5,2,0,4/29/2013
1971,Sarjana,Menikah,116082000,1,1,30,6069,32368,4046,6069,1,0,5,0,5/4/2014
1963,Sarjana,Menikah,53166898,1,0,81,5053,6094,1024,5036,0,4,1,0,
1972,,Menikah,56171838,1,0,31,36732,271929,84732,41136,4,7,1,0,
1968,Magister,Sendiri,192413980,0,0,52,177339,1666917,156627,165261,0,6,8,0,
1966,Magister,Menikah,124566842,0,0,74,105034,817779,150987,91906,3,11,4,0,
1949,Sarjana,Cerai,161207274,0,0,,38437,1172899,353191,46516,4,1,10,0,
1966,Doktor,Rencana Menikah,109546074,,1,12,99076,338092,223810,,3,7,9,0,
1970,Sarjana,Rencana Menikah,76220907,,,56,10687,36906,,11985,2,2,3,0,
1984,Sarjana,Menikah,76915458,0,0,22,49262,73640,82279,48755,1,1,2,,
1987,SMP,Menikah,,1,0,43,11443,19994,25058,23729,3,3,1,0,
1960,SMA,Rencana Menikah,164337705,0,0,78,48247,683045,294069,71079,0,3,10,0,
1981,SMP,Sendiri,45188439,1,0,58,15351,34984,36892,1190,0,1,2,0,
1985,Magister,Sendiri,84486733,0,0,29,103501,373328,120615,85458,1,5,9,0,
1975,SMA,Sendiri,51603790,1,0,21,11863,23127,23623,21730,1,2,2,,
1962,,Rencana Menikah,175072539,0,0,,65929,1103622,114781,180299,1,5,10,0,
1978,Sarjana,Sendiri,80016842,1,0,33,20106,210797,,6099,2,9,2,0,
1952,Sarjana,Menikah,134480907,0,0,37,78788,295931,,40076,2,6,7,0,
1979,Sarjana,Menikah,31650587,2,0,101,3907,55045,7608,10805,5,8,5,0,
1961,Sarjana,Sendiri,168151000,0,0,92,258944,1994678,390439,78897,1,5,5,0,12/31/2013
1982,SMA,,165467829,0,0,24,55014,757235,132522,49150,2,2,10,0,
1971,Magister,Menikah,75351000,1,1,15,0,12138,0,0,2,0,2,0,4/17/2014
1968,Sarjana,Sendiri,106063480,0,1,75,2023,23027,344,1994,0,0,1,0,
1994,Sarjana,Sendiri,,0,0,59,301427,673659,194208,186116,3,7,8,0,5/6/2014
1969,Doktor,Rencana Menikah,60382164,1,0,19,2607,7792,9245,0,3,0,3,0,
1962,Magister,Cerai Mati,170932608,0,0,35,69111,1289572,133712,,1,4,10,0,
1973,Magister,Rencana Menikah,42676000,0,0,93,12138,36414,10115,0,,5,3,0,7/3/2013
1972,Sarjana,Sendiri,48420519,1,0,18,11172,29825,10003,24795,1,3,3,0,
1959,Sarjana,Menikah,172872227,0,0,0,134728,899529,221725,320264,1,4,7,0,
1943,Magister,Menikah,134976056,0,,103,79571,528902,44167,28996,3,10,10,0,
1966,Magister,Rencana Menikah,121369510,0,1,40,22253,574555,33378,44504,5,9,7,0,
1962,Magister,Rencana Menikah,116940291,0,1,59,5168,82987,5935,7914,3,6,4,0,
1957,Doktor,Rencana Menikah,168919625,0,0,39,80765,546916,88482,,0,4,13,0,
1981,SMA,Sendiri,155753998,0,1,41,243001,589793,38493,79706,3,3,10,0,
1959,Sarjana,Menikah,53942000,1,1,83,0,42483,0,2023,4,0,,0,2/28/2014
1989,SMA,Rencana Menikah,165063561,0,0,11,36439,702057,58769,54613,2,2,9,0,
1969,Magister,Menikah,123912664,,0,79,6326,173565,11388,15184,1,7,5,0,
1971,Sarjana,Menikah,102431000,0,2,63,208369,542164,151725,200277,3,9,12,0,2/1/2013
1950,Magister,Menikah,166028000,0,0,83,26299,845614,76874,86989,0,11,5,0,11/17/2013
1984,Magister,Menikah,168258502,0,0,39,128893,1122267,73701,273837,0,3,7,0,
1972,Magister,Rencana Menikah,143326082,0,0,25,161785,910746,146461,69678,0,4,3,0,
1978,Sarjana,Sendiri,79916913,1,0,33,18596,190977,16573,6477,2,9,2,0,
1962,Magister,Rencana Menikah,163030847,0,0,86,143289,755342,,103882,3,6,10,0,
1945,Magister,Cerai,101608444,0,0,73,211933,825637,281127,209910,0,4,10,0,
1980,Sarjana,Sendiri,84155689,1,0,39,22282,144582,47751,28850,1,9,3,0,
1964,Sarjana,Cerai,116507000,0,1,,2023,392462,80920,99127,4,6,4,0,2/16/2013
1951,Magister,Menikah,137698711,0,1,70,33369,175113,2744,8781,3,10,3,0,
1990,Sarjana,Sendiri,185579823,0,0,13,63842,365221,,74642,2,13,10,0,
1969,Doktor,Rencana Menikah,60447611,1,0,19,1578,9507,9588,0,3,0,3,0,
1989,Sarjana,Sendiri,134165000,0,0,25,374255,1173340,54621,58667,1,3,,0,8/20/2013
1979,Magister,Menikah,70021000,1,0,92,2023,8092,0,0,0,3,3,,1/3/2014
1992,Sarjana,Menikah,99054000,0,0,68,283220,942718,125426,,0,6,11,0,6/3/2013
1975,,Sendiri,144015920,0,0,20,112685,508615,167965,61946,2,3,,0,
1961,Magister,,166508277,0,0,63,101004,871962,307265,35358,2,0,13,0,
1969,Magister,Rencana Menikah,191068541,0,0,13,135095,1119625,359254,175737,0,3,8,0,
1957,Magister,Menikah,160510316,0,0,53,37511,994504,75907,,0,2,7,,
1988,Sarjana,Rencana Menikah,118214963,,0,5,68177,170745,129182,12198,0,2,,0,
1961,Magister,Sendiri,96074678,0,1,78,2113,,17538,12588,5,6,5,0,
1965,Sarjana,Sendiri,125377554,0,0,63,3001,362517,188561,72227,1,5,3,0,
1984,SMA,Rencana Menikah,42658081,1,0,30,1781,7933,2347,0,0,2,5,0,
1969,Sarjana,Sendiri,107130155,0,1,73,8384,115288,10337,5203,0,3,1,0,
1963,Sarjana,Menikah,87027000,1,1,60,2023,16184,4046,0,1,3,4,0,6/26/2013
1955,Sarjana,Sendiri,165725224,0,0,79,140968,1839927,82186,145985,0,3,10,0,
1966,Sarjana,Menikah,95951658,0,1,48,3629,44506,3213,0,4,4,7,0,
1956,,Sendiri,92885433,0,0,34,26355,44303,1791,17108,3,,4,0,
1969,Sarjana,Menikah,79207000,1,1,53,2023,42483,20230,8092,,6,1,0,7/31/2013
1968,Sarjana,Rencana Menikah,102057108,0,1,55,12616,67023,38328,22305,1,6,3,0,
1979,Sarjana,Sendiri,143697204,0,0,48,75954,1158394,247266,97931,2,2,8,0,
1961,Sarjana,Sendiri,200768765,0,0,35,44777,1278447,235891,226124,0,4,9,0,
1972,Sarjana,Cerai,152138000,0,1,93,28322,629153,66759,62713,2,11,3,0,9/15/2013
1981,SMP,Rencana Menikah,27577486,1,0,32,,18207,8676,13634,0,2,2,0,
1969,Magister,,69282530,1,0,54,0,15611,4924,4312,0,0,,0,
1960,Magister,Rencana Menikah,133969149,0,0,12,22433,879738,65639,66738,1,2,12,0,
1976,Sarjana,Menikah,58376000,0,1,90,4046,30345,0,2023,1,0,2,0,11/6/2013
1957,Sarjana,Menikah,121774000,0,0,46,119357,542164,271082,115311,0,2,4,0,5/12/2013
1978,Magister,Menikah,86681000,0,1,1,16184,127449,2023,22253,5,3,8,0,
1951,Sarjana,Rencana Menikah,,0,0,83,38727,1000687,81675,98570,0,10,5,0,
1967,Magister,Sendiri,124363322,0,1,77,97024,424017,93010,31794,0,7,7,0,
1983,Magister,Sendiri,76294409,0,0,23,4060,,34316,267,3,7,5,0,
1949,Magister,Cerai,135207280,0,,23,11621,58054,13644,3571,4,5,7,,
1961,SMA,Rencana Menikah,112638720,0,1,50,11599,54082,1449,1146,4,6,7,0,
1983,Doktor,,92737000,1,0,18,0,202300,0,0,6,7,8,0,12/9/2012
1975,Magister,Menikah,174508008,0,0,60,38653,1693315,45142,195104,1,6,7,0,
1961,,Menikah,124586751,0,1,65,51506,641820,90813,,5,10,5,0,
1968,Sarjana,Menikah,128712596,0,0,73,,233001,36977,16747,1,8,14,0,
1974,Sarjana,Rencana Menikah,117510520,1,1,52,9157,51951,521,4431,6,7,5,,
1948,Sarjana,Menikah,91273000,1,1,84,4046,14161,10115,0,4,0,1,0,1/7/2014
1954,Sarjana,Menikah,76683000,1,1,94,0,26299,4046,0,1,0,3,1,11/5/2012
1953,Sarjana,Cerai,90661774,0,1,53,31241,145875,4493,28545,,7,0,0,
1970,Sarjana,Rencana Menikah,146026000,1,2,90,113288,987224,,62713,7,0,4,,4/10/2013
1979,Magister,Menikah,183142000,1,0,20,0,971040,0,,0,4,7,0,8/18/2012
1984,SMP,Sendiri,52690222,0,0,8,1018,665,2715,16862,0,3,3,1,
1978,SMA,Rencana Menikah,,0,1,16,37320,194908,85166,93467,0,8,8,0,
1971,Doktor,Rencana Menikah,,0,0,20,182075,1325143,96021,88244,0,2,6,0,
1951,Doktor,Menikah,122664454,,1,2,22569,76578,5867,6101,5,8,8,0,
1957,Sarjana,Rencana Menikah,116449802,0,1,16,4046,82919,35005,38222,1,0,5,0,
1965,Magister,Sendiri,97546095,0,0,80,147081,411888,95175,75834,1,8,10,0,
1963,SMA,,81577954,1,0,74,,30946,21822,12095,1,1,2,0,
1988,Sarjana,Cerai,166344000,,0,17,40460,861798,62713,125426,3,2,,0,2/26/2014
1976,Sarjana,Rencana Menikah,78648205,1,0,11,0,67687,6298,8997,1,3,1,0,
1975,Magister,Sendiri,82428675,0,0,15,101862,379343,108915,74195,3,2,8,0,
1980,Magister,Rencana Menikah,134627705,0,0,34,170045,,54621,99508,3,6,11,0,
1957,Doktor,Sendiri,81804000,2,1,23,0,18207,0,0,0,1,4,0,12/9/2013
1976,Doktor,Sendiri,165066383,0,0,39,1152,1028265,199137,52186,0,7,9,0,
1972,Sarjana,Sendiri,174411738,0,0,24,86939,1500544,101389,270234,,8,9,0,
1973,Doktor,Menikah,178308000,0,0,6,42483,554302,0,42483,2,3,4,0,9/14/2012
1959,Magister,Sendiri,190378652,0,0,24,106186,1398159,349951,254130,0,3,10,0,
1968,Sarjana,Menikah,95207049,0,1,33,2879,44506,1712,,4,4,6,0,
1988,Sarjana,Menikah,,1,0,55,4046,22253,6069,6069,1,2,1,0,7/3/2013
1976,SMA,Cerai,62131000,1,0,53,8092,10115,14161,0,1,3,1,0,2/10/2014
1967,Magister,Cerai,170456121,0,0,65,182959,1728917,138738,176524,2,2,4,0,
1951,Sarjana,Menikah,150547376,0,0,85,173883,984660,85835,97832,1,12,7,0,
1989,Doktor,Rencana Menikah,159039000,0,0,38,86989,975086,4046,80920,,4,14,0,5/16/2014
1964,Doktor,Menikah,115884000,0,1,,121380,857752,159817,113288,5,4,9,,7/29/2013
1954,Sarjana,Sendiri,,0,0,81,56644,995316,54621,24276,2,5,6,0,11/25/2012
1983,Sarjana,Sendiri,23117000,1,0,75,12138,60690,20230,0,2,1,0,0,3/15/2013
1975,Sarjana,Menikah,72883000,0,1,11,0,24276,6069,2023,0,0,3,0,10/15/2012
1974,Sarjana,Rencana Menikah,72888009,0,1,12,0,24158,5951,2101,0,0,3,0,
1968,Sarjana,Sendiri,148884000,0,0,62,285243,1114673,453152,54621,1,3,9,0,12/8/2013
1968,Sarjana,Cerai Mati,63091000,1,1,28,0,34391,18207,12138,3,0,2,0,12/26/2012
1963,Sarjana,Cerai Mati,170563967,0,0,52,79438,1558814,130762,205421,0,4,7,0,
1967,Magister,Menikah,147957000,1,0,4,62713,271082,20230,0,1,5,12,0,3/28/2013
1970,Sarjana,Menikah,172971440,0,0,3,,963677,183691,353185,0,,5,0,
1977,Doktor,Rencana Menikah,166416635,0,0,75,32337,370430,62840,55390,2,7,5,0,
1958,Sarjana,Menikah,148748094,0,0,52,224992,884429,360551,,1,5,10,0,
1966,Sarjana,Sendiri,105587214,0,1,61,2023,34367,5384,1574,1,0,1,0,
1967,Magister,Rencana Menikah,100379000,1,1,45,91035,99127,180047,143633,6,7,5,0,5/17/2013
1965,Sarjana,Sendiri,140382932,0,1,18,12353,70626,33792,13562,0,8,5,0,
1969,Magister,Rencana Menikah,164609000,0,0,80,273105,859775,115311,186116,2,1,15,0,10/16/2012
1977,SMA,Rencana Menikah,100320912,0,0,56,8452,2737730,14189,12498,0,,2,0,
1961,SMA,Menikah,65027347,0,0,72,7157,47370,1088,17553,3,0,1,0,
1967,Magister,Sendiri,124239250,0,1,69,94851,299574,79230,12768,,5,9,0,
1959,Sarjana,Sendiri,,0,1,73,,781475,52177,147258,1,2,6,0,
1968,Sarjana,Sendiri,15290550,1,0,58,694,25257,20108,14794,2,2,4,0,
1966,SMA,Rencana Menikah,66147269,0,0,24,,,244460,28898,3,3,5,0,
1969,Magister,Sendiri,174846689,0,0,,194044,1688389,257926,217506,1,8,9,0,
1973,Sarjana,Rencana Menikah,34563263,1,0,84,17956,18757,24624,15633,3,,2,0,
1982,Sarjana,Menikah,64211667,1,0,1,10705,23775,430,1342,1,2,,0,
1958,SMA,,176336000,0,0,15,52598,1021615,123403,279174,0,7,8,0,9/22/2012
1957,Sarjana,Menikah,113947000,0,1,38,44506,267036,2023,12138,1,3,8,0,4/10/2014
